0.9164835164835164,.
1474.png,1
1039.png,1
4512.png,1
61.png,1
2794.png,1
2519.png,1
1315.png,1
232.png,1
31.png,-1
376.png,1
4048.png,1
974.png,1
344.png,1
3216.png,1
604.png,1
2409.png,1
518.png,1
3401.png,1
3214.png,1
1232.png,1
2768.png,1
2780.png,1
1985.png,1
848.png,1
3352.png,-1
3966.png,1
4772.png,1
2057.png,1
4876.png,1
4373.png,1
4638.png,1
3469.png,1
2179.png,1
72.png,-1
1296.png,1
4839.png,1
3470.png,1
1923.png,1
4775.png,1
3329.png,1
2236.png,1
478.png,1
3484.png,1
4660.png,1
4747.png,-1
4111.png,1
1457.png,1
1002.png,1
1829.png,1
2839.png,1
1322.png,1
4753.png,1
480.png,1
4162.png,1
993.png,-1
2437.png,1
1876.png,1
4089.png,1
3023.png,-1
4156.png,1
1686.png,1
1384.png,-1
3531.png,-1
4062.png,-1
547.png,1
958.png,1
4292.png,1
1595.png,-1
183.png,1
1317.png,1
3706.png,1
2838.png,1
1850.png,1
402.png,1
4790.png,1
63.png,1
3571.png,1
573.png,1
745.png,1
3523.png,1
433.png,1
356.png,1
2259.png,1
4590.png,1
1819.png,1
4104.png,1
2875.png,1
1449.png,1
1302.png,-1
3085.png,1
3263.png,1
3220.png,-1
3013.png,-1
2282.png,1
1324.png,1
979.png,1
2677.png,-1
4722.png,1
949.png,1
835.png,-1
2690.png,1
3935.png,1
3570.png,1
513.png,-1
1471.png,1
4588.png,1
2157.png,1
613.png,-1
3914.png,1
4615.png,1
1110.png,1
2940.png,1
2532.png,1
3820.png,-1
1863.png,1
2009.png,1
4238.png,1
146.png,1
3223.png,1
551.png,1
475.png,1
3456.png,-1
2142.png,1
4041.png,1
2939.png,-1
2178.png,1
2334.png,1
2872.png,1
2944.png,1
1765.png,1
3611.png,1
1560.png,-1
2756.png,1
4998.png,1
4792.png,1
1020.png,1
4084.png,1
2075.png,1
2233.png,1
2965.png,1
1078.png,-1
2639.png,1
4447.png,-1
761.png,1
3645.png,1
3747.png,1
4215.png,1
1745.png,1
3109.png,1
3162.png,1
1500.png,1
3090.png,1
3396.png,1
4163.png,1
1720.png,1
3182.png,1
486.png,-1
1520.png,1
4902.png,1
1755.png,-1
2451.png,-1
3741.png,1
2969.png,1
2339.png,1
860.png,1
4625.png,1
594.png,1
1177.png,1
1371.png,1
2608.png,-1
4801.png,-1
3716.png,1
3942.png,1
3818.png,1
2165.png,-1
2687.png,1
4080.png,-1
4138.png,1
3018.png,-1
3680.png,1
3043.png,-1
2762.png,1
1233.png,1
1120.png,1
1352.png,1
1161.png,1
2489.png,1
4883.png,1
3278.png,1
4937.png,-1
2860.png,1
230.png,1
581.png,-1
4502.png,1
3500.png,1
1465.png,1
3977.png,-1
2964.png,1
1014.png,1
3913.png,-1
3005.png,-1
50.png,1
3101.png,1
502.png,1
1090.png,1
281.png,-1
4073.png,1
2003.png,1
4607.png,1
298.png,-1
3794.png,1
4116.png,1
957.png,1
4757.png,1
1443.png,1
1542.png,1
2311.png,-1
1272.png,1
3224.png,1
4709.png,1
1176.png,1
1429.png,1
4612.png,1
2319.png,1
864.png,-1
4504.png,1
4934.png,1
4479.png,1
3573.png,1
2567.png,1
2617.png,1
808.png,-1
2494.png,1
4419.png,1
1731.png,1
4313.png,-1
1852.png,1
2739.png,1
667.png,1
1475.png,1
3767.png,1
2987.png,1
3856.png,1
947.png,1
4864.png,1
3448.png,1
4925.png,1
1769.png,-1
1540.png,-1
3860.png,1
4090.png,1
2933.png,1
1071.png,1
1770.png,1
3962.png,-1
3551.png,1
3909.png,1
286.png,1
199.png,1
4979.png,1
649.png,-1
4610.png,1
1664.png,1
3166.png,1
1678.png,1
186.png,1
1452.png,1
3823.png,1
2957.png,1
2880.png,1
2246.png,1
1742.png,1
1115.png,1
4597.png,-1
1690.png,-1
3882.png,1
492.png,1
3805.png,-1
4047.png,-1
923.png,1
2466.png,1
933.png,1
3586.png,1
2417.png,1
292.png,1
3862.png,1
3194.png,1
3050.png,1
4328.png,-1
1026.png,1
4070.png,-1
312.png,1
2720.png,1
3032.png,1
3717.png,1
1062.png,1
3207.png,1
2422.png,1
2103.png,1
1537.png,-1
4129.png,1
4586.png,1
4838.png,1
2170.png,1
847.png,1
4277.png,-1
4174.png,1
4101.png,-1
2507.png,1
882.png,1
2219.png,1
3392.png,1
4150.png,1
1262.png,1
525.png,1
4944.png,1
4022.png,1
2431.png,1
4136.png,1
454.png,1
2883.png,1
4071.png,1
1494.png,-1
3282.png,1
3816.png,1
1334.png,1
698.png,-1
4538.png,1
395.png,1
716.png,1
3195.png,-1
1787.png,1
1911.png,1
2506.png,1
1734.png,1
196.png,1
528.png,1
4122.png,1
822.png,1
1055.png,1
2744.png,1
2579.png,1
3804.png,-1
932.png,-1
3421.png,1
2385.png,-1
4153.png,-1
1136.png,1
2254.png,1
34.png,1
2544.png,1
4341.png,1
1190.png,1
1638.png,1
4532.png,1
3045.png,-1
1358.png,1
3807.png,-1
2662.png,1
1051.png,1
3943.png,-1
338.png,-1
1356.png,1
4888.png,1
4076.png,1
1246.png,-1
2545.png,-1
4921.png,1
4959.png,1
3081.png,1
4352.png,1
3298.png,1
306.png,1
1904.png,1
3004.png,1
1273.png,1
3163.png,1
2301.png,1
323.png,-1
3871.png,1
1378.png,1
3154.png,1
4825.png,1
3372.png,-1
2424.png,1
4870.png,1
2365.png,1
3939.png,1
2004.png,1
3778.png,1
553.png,1
4872.png,1
2923.png,1
4866.png,-1
106.png,1
4205.png,1
2034.png,1
3874.png,1
499.png,-1
271.png,1
304.png,-1
330.png,-1
4659.png,1
1107.png,1
1242.png,1
2411.png,-1
2002.png,1
4803.png,-1
4189.png,1
1961.png,1
4715.png,1
1408.png,1
322.png,1
2042.png,1
111.png,1
910.png,1
2005.png,1
4896.png,1
1244.png,1
4519.png,1
1657.png,1
930.png,1
688.png,-1
4360.png,1
1086.png,-1
941.png,1
1108.png,1
4943.png,1
2352.png,-1
3260.png,1
3439.png,1
3598.png,1
4204.png,1
3878.png,1
1111.png,-1
295.png,1
4422.png,1
3143.png,1
116.png,1
1260.png,1
721.png,1
2295.png,1
1243.png,-1
531.png,1
1764.png,1
1544.png,-1
2098.png,-1
4220.png,1
579.png,1
1573.png,1
1831.png,1
2433.png,-1
580.png,-1
1642.png,1
4689.png,1
558.png,-1
2151.png,-1
4143.png,1
641.png,-1
3967.png,1
950.png,1
4835.png,1
945.png,-1
2345.png,1
1880.png,1
191.png,-1
1010.png,1
3509.png,1
1949.png,-1
209.png,1
626.png,1
4924.png,1
2230.png,1
3608.png,1
3881.png,-1
954.png,1
2613.png,1
2117.png,1
705.png,1
4478.png,1
2848.png,1
1268.png,1
2446.png,1
2522.png,1
691.png,1
1826.png,-1
3158.png,1
2806.png,1
1409.png,1
2684.png,1
3752.png,1
3184.png,-1
1374.png,1
2465.png,1
1728.png,-1
434.png,1
4573.png,1
1047.png,1
565.png,1
3227.png,1
4053.png,1
2364.png,1
4141.png,1
4439.png,1
4394.png,-1
3269.png,1
4175.png,1
3549.png,-1
2607.png,1
4128.png,-1
3934.png,1
1460.png,1
794.png,1
1886.png,1
775.png,1
1066.png,1
4170.png,1
2868.png,-1
4949.png,1
2186.png,1
3040.png,1
2566.png,1
3803.png,1
3168.png,1
3938.png,1
1650.png,1
1057.png,1
2809.png,-1
4953.png,-1
3992.png,1
1448.png,1
1399.png,1
2445.png,1
1668.png,1
4316.png,1
2592.png,1
2228.png,-1
2951.png,1
4387.png,1
4806.png,1
2013.png,1
1172.png,1
1920.png,1
4061.png,1
3546.png,-1
133.png,1
1858.png,1
3812.png,-1
246.png,-1
1292.png,1
861.png,-1
806.png,1
4808.png,-1
4726.png,1
1375.png,1
407.png,1
3728.png,1
4877.png,1
59.png,1
3172.png,1
3136.png,1
3557.png,1
3015.png,1
1897.png,-1
960.png,1
802.png,1
3293.png,1
4785.png,1
1939.png,1
2857.png,-1
994.png,1
4683.png,1
498.png,1
2163.png,1
988.png,1
2396.png,1
976.png,1
336.png,1
3850.png,1
4555.png,1
2694.png,1
2640.png,1
3841.png,1
3951.png,1
187.png,1
507.png,1
8.png,1
1329.png,1
1150.png,1
1710.png,1
137.png,1
1307.png,1
2819.png,1
2599.png,1
1038.png,1
3653.png,-1
1413.png,1
904.png,1
696.png,1
1695.png,1
1721.png,1
1925.png,1
4572.png,-1
2778.png,1
20.png,-1
189.png,1
2666.png,1
3749.png,-1
1510.png,1
1801.png,-1
1805.png,1
4410.png,1
25.png,1
2612.png,1
4515.png,-1
735.png,1
2672.png,-1
4484.png,-1
4699.png,1
4000.png,1
2852.png,-1
3550.png,1
1376.png,1
4740.png,1
4956.png,1
3210.png,1
3113.png,1
4691.png,-1
311.png,-1
3527.png,1
2774.png,1
458.png,1
4923.png,-1
2570.png,-1
2679.png,1
919.png,1
4755.png,1
2793.png,1
3522.png,1
352.png,1
66.png,1
2559.png,1
3508.png,1
1314.png,1
4327.png,1
2732.png,1
3801.png,-1
751.png,1
3107.png,1
1209.png,1
4456.png,1
1791.png,1
584.png,1
1099.png,1
4770.png,1
3763.png,1
2438.png,1
3910.png,1
1558.png,-1
984.png,1
3486.png,1
2447.png,1
4191.png,1
3787.png,1
3466.png,1
1311.png,1
218.png,-1
3235.png,1
1643.png,1
1063.png,1
3617.png,1
2156.png,-1
2070.png,1
965.png,1
1407.png,-1
516.png,-1
903.png,1
3345.png,1
3057.png,1
1593.png,1
3969.png,1
3181.png,1
3427.png,-1
1825.png,1
4285.png,1
1616.png,1
2602.png,1
1795.png,1
4074.png,1
163.png,1
1419.png,-1
2963.png,1
3449.png,1
1145.png,-1
4069.png,1
2556.png,1
1618.png,1
3959.png,1
4760.png,1
4441.png,1
1138.png,1
3534.png,1
4967.png,-1
285.png,-1
4414.png,1
4564.png,1
4300.png,1
3135.png,1
3738.png,1
3790.png,1
978.png,-1
3192.png,1
1608.png,1
2304.png,-1
1681.png,1
3245.png,1
4260.png,1
2328.png,1
3690.png,1
2168.png,1
2171.png,1
114.png,1
4530.png,1
4705.png,-1
2731.png,1
4765.png,-1
2805.png,1
905.png,1
2094.png,1
3092.png,1
3234.png,1
476.png,1
3463.png,1
2797.png,1
3746.png,1
648.png,1
4791.png,1
3455.png,1
1862.png,1
2429.png,1
1388.png,1
633.png,1
3240.png,1
3676.png,1
3915.png,1
1468.png,1
2667.png,1
2275.png,1
3058.png,1
4007.png,1
2120.png,1
3033.png,-1
1820.png,1
1584.png,1
4551.png,1
1103.png,1
771.png,1
2031.png,1
2293.png,-1
166.png,1
1251.png,1
365.png,-1
1830.png,1
611.png,1
4337.png,1
4356.png,1
1868.png,1
495.png,-1
2849.png,1
2459.png,-1
3378.png,-1
3698.png,1
3225.png,1
624.png,1
4330.png,-1
3765.png,1
1854.png,1
343.png,1
4852.png,1
1444.png,1
2948.png,-1
1688.png,1
2711.png,-1
4684.png,1
18.png,1
424.png,1
3151.png,1
1495.png,1
4261.png,1
1401.png,-1
46.png,1
1180.png,-1
91.png,-1
2846.png,1
160.png,1
3634.png,-1
2999.png,-1
4936.png,1
2938.png,1
1016.png,1
3180.png,1
3187.png,1
1323.png,1
4227.png,1
3480.png,-1
2844.png,1
817.png,1
2726.png,1
3141.png,-1
4371.png,-1
907.png,-1
1480.png,1
1598.png,1
4166.png,-1
3426.png,1
2709.png,1
115.png,-1
1872.png,-1
948.png,1
4040.png,1
1266.png,-1
109.png,1
4789.png,1
4845.png,1
277.png,1
2549.png,1
2047.png,1
3719.png,-1
1705.png,-1
51.png,-1
963.png,-1
2769.png,-1
1455.png,1
3901.png,-1
2766.png,1
284.png,1
2323.png,1
2192.png,1
2349.png,1
1240.png,-1
4990.png,1
3757.png,1
2652.png,1
4812.png,1
2294.png,1
164.png,1
4193.png,1
3603.png,1
863.png,1
1152.png,1
439.png,-1
4415.png,1
2283.png,-1
2132.png,1
4002.png,1
2025.png,1
2614.png,1
2288.png,1
29.png,-1
4400.png,1
571.png,1
3204.png,1
4093.png,1
1011.png,-1
4496.png,1
363.png,1
2338.png,1
2814.png,1
4058.png,-1
2588.png,1
1488.png,1
38.png,1
970.png,1
4592.png,1
2450.png,1
2079.png,1
1534.png,-1
526.png,1
1427.png,-1
1718.png,1
867.png,1
3521.png,1
2316.png,1
4565.png,1
3834.png,1
870.png,1
2010.png,1
2093.png,1
2858.png,1
4507.png,1
2503.png,1
1743.png,1
4006.png,1
3589.png,-1
1555.png,1
4520.png,1
1250.png,1
3479.png,-1
3919.png,-1
908.png,1
2181.png,-1
4423.png,1
3754.png,1
678.png,1
1139.png,1
3853.png,1
3721.png,1
1888.png,1
4935.png,1
1230.png,-1
